location,date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
Anacortes,2021-09-30,55.2,58.3,61.3,30.03,54.6,0.0,,,13.81,23.02,
Anacortes,2022-06-01,50.2,58.6,66.2,30.04,53.8,0.0,,,9.09,16.11,
Anacortes,2022-06-02,54.7,60.3,69.4,29.93,57.1,0.0,,,4.95,11.39,
Anacortes,2022-06-03,57.2,61.6,68.9,29.75,57.7,0.0,,,7.25,14.96,
Anacortes,2022-06-04,56.7,61.1,69.3,29.76,55.0,0.0,,,8.98,12.77,
Anacortes,2022-06-05,55.6,59.7,62.6,29.64,57.8,0.0,,,10.7,17.26,
Anacortes,2022-06-06,49.8,53.7,61.3,30.01,51.0,0.0,,,4.95,6.9,
Anacortes,2022-06-07,45.9,55.7,63.5,30.07,50.8,0.0,,,4.83,12.77,
Anacortes,2022-06-08,54.9,60.6,68.0,29.95,55.0,0.0,,,5.75,14.96,
Anacortes,2022-06-09,52.7,56.7,67.6,29.95,53.3,0.0,,,5.29,13.81,
Anacortes,2022-06-10,55.6,60.4,67.8,29.87,57.8,0.95,,,8.29,13.81,
Anacortes,2022-06-11,54.5,58.4,64.8,29.92,56.1,0.0,,,3.34,8.06,
Anacortes,2022-06-12,51.8,57.0,64.2,29.85,51.5,0.04,,,5.29,9.21,
Anacortes,2022-06-13,50.5,54.4,60.1,29.93,47.7,0.0,,,12.43,16.11,
Anacortes,2022-06-14,45.5,53.9,61.2,30.14,47.8,0.0,,,4.83,9.21,
Anacortes,2022-06-15,50.4,55.2,61.2,30.10,49.3,0.0,,,3.91,10.24,
Anacortes,2022-06-16,48.7,57.0,67.6,29.91,52.7,0.0,,,3.34,10.24,
Anacortes,2022-06-17,54.7,57.9,63.7,29.84,54.7,0.0,,,10.36,14.96,
Anacortes,2022-06-18,52.7,56.4,61.3,29.93,52.6,0.0,,,5.41,9.21,
Anacortes,2022-06-19,52.9,57.4,63.9,30.12,51.6,0.01,,,5.18,6.9,
Anacortes,2022-06-20,52.2,56.9,64.8,30.27,51.2,0.0,,,4.95,8.06,
Anacortes,2022-06-21,50.2,58.9,69.3,30.33,54.1,0.0,,,3.22,5.87,
Anacortes,2022-06-22,55.9,62.0,68.5,30.18,56.3,0.0,,,3.8,11.39,
Anacortes,2022-06-23,47.1,55.9,64.8,30.14,49.0,0.0,,,6.44,13.81,
Anacortes,2022-06-24,43.5,56.9,68.2,30.17,49.9,0.0,,,6.44,13.81,
Anacortes,2022-06-25,48.7,61.7,71.1,30.17,53.3,0.0,,,6.79,16.11,
Anacortes,2022-06-26,58.6,67.0,73.8,30.08,56.2,0.0,,,8.06,16.11,
Anacortes,2022-06-27,58.1,68.3,77.5,29.95,58.4,0.0,,,6.9,12.77,
Anacortes,2022-06-28,51.6,61.4,75.0,29.96,54.2,0.0,,,8.17,16.11,
Anacortes,2022-06-29,56.3,59.5,66.2,30.12,55.9,0.05,,,7.02,12.77,
Anacortes,2022-06-30,47.5,58.9,69.1,30.15,54.3,0.0,,,4.37,12.77,
Anacortes,2022-07-01,51.4,59.4,69.1,30.08,54.8,0.0,,,4.95,11.39,
Anacortes,2022-07-02,50.4,59.1,69.4,30.00,53.6,0.0,,,5.18,9.21,
Anacortes,2022-07-03,54.7,57.4,66.7,29.91,54.2,0.0,,,4.6,8.06,
Anacortes,2022-07-04,54.7,58.3,67.3,29.96,55.1,0.11,,,4.83,9.21,
Anacortes,2022-07-05,51.3,59.0,66.7,29.96,55.9,0.0,,,4.37,13.81,
Anacortes,2022-07-06,55.8,63.0,71.1,29.92,58.6,0.0,,,4.03,9.21,
